T,sv1,sv2,sv3,sv4,sv5,sv6,sv7,sv8,sv9,sv10,sv11,sv12,sv13,sv14,sv15,doo1,doo2,doo3,doo4,doo5,doo6,doo7,doo8,doo9,doo10,doo11,doo12,doo13,doo14,doo15
1606719250,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,1.0074e-23,3.12603e-25,6.01772e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.02325e-24,0.994828,0.994828,6.20393e-05,3.1752e-26,6.11238e-30,0.101573
1606719251,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,1.10958e-23,3.8877e-25,1.95607e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.12704e-24,0.994828,0.994828,6.20392e-05,3.94885e-26,1.98684e-29,0.101573
1606719252,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610784,9.26919e-24,3.55066e-25,1.79018e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,9.41499e-25,0.994828,0.994828,6.20391e-05,3.60651e-26,1.81834e-29,0.101573
1606719253,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,2.17773e-23,2.12513e-25,9.9672e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,2.21199e-24,0.994828,0.994828,6.20392e-05,1.0124e-29,2.15856e-26,0.101573
1606719254,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,1.4856e-23,5.6066e-25,1.08261e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.50897e-24,0.994828,0.994828,6.20393e-05,1.09964e-29,5.69479e-26,0.101573
1606719255,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,4.68288e-24,6.63535e-25,3.65494e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,4.75654e-25,0.994828,0.994828,6.20393e-05,3.71244e-30,6.73972e-26,0.101573
1606719256,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,1.79221e-23,1.59812e-25,2.17981e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.82041e-24,0.994828,0.994828,6.20392e-05,2.21409e-30,1.62326e-26,0.101573
1606719257,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610784,2.31823e-24,7.10726e-25,5.36972e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,2.3547e-25,0.994828,0.994828,6.20392e-05,5.45419e-30,7.21905e-26,0.101573
1606719258,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,4.64205e-24,1.00091e-24,9.03629e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,4.71507e-25,0.994828,0.994828,6.20392e-05,9.17843e-30,1.01666e-25,0.101573
1606719259,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,7.56293e-24,5.16944e-25,3.91765e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,7.6819e-25,0.994828,0.994828,6.20393e-05,3.97928e-30,5.25076e-26,0.101573
