T,sv1,sv2,sv3,sv4,sv5,sv6,sv7,sv8,sv9,sv10,sv11,sv12,sv13,sv14,sv15,doo1,doo2,doo3,doo4,doo5,doo6,doo7,doo8,doo9,doo10,doo11,doo12,doo13,doo14,doo15
1606719323,11.6783,11.6783,11.6354,11.6354,1,1,1,1,1,1,1,0.000387901,9.5452e-18,9.88637e-24,6.62285e-25,0.0856291,0.0856291,0.0856291,0.0856291,0.0856291,0.0856291,1,1,5.67108e-26,0.996327,0.996327,3.32156e-05,8.46561e-25,8.17346e-19,0.0856291
1606719324,11.6789,11.6789,11.636,11.636,1,1,1,1,1,1,1,0.000388805,7.33291e-17,4.14471e-24,8.88556e-25,0.0856242,0.0856242,0.0856242,0.0856242,0.0856242,0.0856242,1,1,7.60819e-26,0.996327,0.996327,3.32911e-05,3.54888e-25,6.27875e-18,0.0856242
1606719325,11.6795,11.6795,11.6366,11.6366,1,1,1,1,1,1,1,0.000494194,3.13756e-17,9.9391e-24,1.2481e-24,0.0856198,0.0856198,0.0856198,0.0856198,0.0856198,0.0856198,1,1,8.50984e-25,0.996327,0.996327,4.23128e-05,1.06862e-25,2.68637e-18,0.0856198
1606719326,12.0352,12.0352,11.9936,11.9936,1,1,1,1,1,1,1,0.000644046,1.63307e-17,1.14486e-23,7.20466e-24,0.0830895,0.0830895,0.0830895,0.0830895,0.0830895,0.0830895,1,1,5.98631e-25,0.996542,0.996542,5.35135e-05,9.51254e-25,1.35691e-18,0.0830895
1606719327,12.5948,12.5948,12.5551,12.5551,1,1,1,1,1,1,1,0.000835819,1.3209e-17,9.28295e-24,1.41844e-25,0.0793976,0.0793976,0.0793976,0.0793976,0.0793976,0.0793976,1,1,7.37043e-25,0.996843,0.996843,6.6362e-05,1.12621e-26,1.04876e-18,0.0793976
1606719328,12.5947,12.5947,12.5549,12.5549,1,1,1,1,1,1,1,0.000906347,6.06758e-18,3.43374e-24,1.07763e-24,0.0793988,0.0793988,0.0793988,0.0793988,0.0793988,0.0793988,1,1,2.72635e-25,0.996843,0,7.19628e-05,8.55622e-26,4.81759e-19,0.0793988
1606719329,12.5941,12.5941,12.5544,12.5544,1,1,1,1,1,1,1,0.000914058,3.54984e-19,8.61384e-23,1.13773e-25,0.0794021,0.0794021,0.0794021,0.0794021,0.0794021,0.0794021,1,1,6.83957e-24,0.996843,0.996843,7.25781e-05,9.0338e-27,2.81865e-20,0.0794021
1606719330,12.5934,12.5934,12.5536,12.5536,1,1,1,1,1,1,1,0.000907542,4.37856e-17,1.24903e-24,1.97496e-28,0.0794067,0.0794067,0.0794067,0.0794067,0.0794067,0.0794067,1,1,9.91817e-26,0.996842,0.996842,7.20649e-05,1.56825e-29,3.47687e-18,0.0794067
1606719331,12.5927,12.5927,12.5529,12.5529,1,1,1,1,1,1,1,0.000913647,5.93644e-17,5.53213e-24,8.4929e-25,0.0794114,0.0794114,0.0794114,0.0794114,0.0794114,0.0794114,1,1,6.74433e-26,0.996842,0.996842,7.25539e-05,4.39314e-25,4.71421e-18,0.0794114
1606719332,12.5921,12.5921,12.5523,12.5523,1,1,1,1,1,1,1,0.00090717,1.07437e-16,6.80023e-24,9.99018e-25,0.0794148,0.0794148,0.0794148,0.0794148,0.0794148,0.0794148,1,1,5.40039e-25,0.996842,0,7.20427e-05,7.93368e-26,8.53211e-18,0.0794148
1606719333,12.5919,12.5919,12.5521,12.5521,1,1,1,1,1,1,1,0.000847495,3.61317e-17,1.4293e-23,2.60774e-25,0.0794161,0.0794161,0.0794161,0.0794161,0.0794161,0.0794161,1,1,2.07096e-26,0.996841,0.996841,6.73047e-05,1.13509e-24,2.86944e-18,0.0794161
1606719334,12.5921,12.5921,12.5523,12.5523,1,1,1,1,1,1,1,0.000680961,1.95443e-17,9.40407e-24,1.67549e-24,0.0794149,0.0794149,0.0794149,0.0794149,0.0794149,0.0794149,1,1,7.46823e-25,0.996841,0.996841,5.40784e-05,1.33059e-25,1.5521e-18,0.0794149
1606719335,12.5926,12.5926,12.5529,12.5529,1,1,1,1,1,1,1,0.000459991,6.50765e-17,1.08837e-23,2.0029e-24,0.0794115,0.0794115,0.0794115,0.0794115,0.0794115,0.0794115,1,1,8.64289e-25,0.996841,0.996841,3.65286e-05,1.59054e-25,5.16782e-18,0.0794115
1606719336,12.687,12.687,12.6475,12.6475,1,1,1,1,1,1,1,0.000310493,1.99546e-17,2.97808e-24,2.80249e-26,0.0788211,0.0788211,0.0788211,0.0788211,0.0788211,0.0788211,1,1,2.34736e-25,0.996888,0.996888,2.44734e-05,2.20895e-27,1.57284e-18,0.0788211
1606719337,13.6291,13.6291,13.5924,13.5924,1,1,1,1,1,1,1,0.000513343,8.71189e-17,1.05039e-23,1.238e-24,0.0733724,0.0733724,0.0733724,0.0733724,0.0733724,0.0733724,0,1,9.08354e-26,0.997304,0.997304,3.76652e-05,7.70698e-25,6.39212e-18,0.0733724
1606719338,13.6296,13.6296,13.5929,13.5929,1,1,1,1,1,1,1,0.000822022,1.30337e-18,2.98531e-22,1.28088e-24,0.0733697,0.0733697,0.0733697,0.0733697,0.0733697,0.0733697,0,1,2.19032e-23,0.997305,0.997305,6.03115e-05,9.3978e-26,9.56277e-20,0.0733697
1606719339,13.6296,13.6296,13.5929,13.5929,1,1,1,1,1,1,1,0.000970866,2.23527e-17,2.00778e-23,8.86199e-24,0.0733697,0.0733697,0.0733697,0.0733697,0.0733697,0.0733697,1,1,6.50201e-25,0.997305,0.997305,7.12321e-05,1.4731e-24,1.64001e-18,0.0733697
1606719340,13.6291,13.6291,13.5924,13.5924,1,1,1,1,1,1,1,0.000985716,2.19526e-17,1.00515e-23,2.62736e-25,0.0733723,0.0733723,0.0733723,0.0733723,0.0733723,0.0733723,1,1,1.92776e-26,0.997305,0.997305,7.23242e-05,7.37503e-25,1.61071e-18,0.0733723
1606719341,13.6284,13.6284,13.5916,13.5916,1,1,1,1,1,1,1,0.000966927,4.82191e-17,2.30039e-24,3.52355e-25,0.0733763,0.0733763,0.0733763,0.0733763,0.0733763,0.0733763,1,1,1.68794e-25,0.997304,0.997304,7.09495e-05,2.58545e-26,3.53814e-18,0.0733763
1606719342,13.6275,13.6275,13.5908,13.5908,1,1,1,1,1,1,1,0.00098518,9.63457e-17,9.10066e-25,2.93387e-25,0.0733809,0.0733809,0.0733809,0.0733809,0.0733809,0.0733809,1,1,2.1529e-26,0.997304,0.997304,7.22934e-05,6.67815e-26,7.06993e-18,0.0733809
1606719343,13.627,13.627,13.5903,13.5903,1,1,1,1,1,1,1,0.000974257,5.0916e-17,5.34916e-25,2.45526e-25,0.0733836,0.0733836,0.0733836,0.0733836,0.0733836,0.0733836,1,1,3.9254e-26,0.997304,0.997304,7.14945e-05,1.80176e-26,3.7364e-18,0.0733836
1606719344,13.627,13.627,13.5903,13.5903,1,1,1,1,1,1,1,0.000825199,1.31093e-16,4.48781e-24,6.53935e-25,0.0733836,0.0733836,0.0733836,0.0733836,0.0733836,0.0733836,0,1,3.29332e-25,0.997303,0.997303,6.05561e-05,4.79881e-26,9.62009e-18,0.0733836
1606719345,13.6275,13.6275,13.5908,13.5908,1,1,1,1,1,1,1,0.000523363,1.60836e-17,1.83777e-23,3.41152e-25,0.073381,0.073381,0.073381,0.073381,0.073381,0.073381,0,1,2.50341e-26,0.997303,0.997303,3.84049e-05,1.34858e-24,1.18023e-18,0.073381
